Permission,Original Description,DecribeCtx-Ctx Descritpion,Semantic Rating,Syntax rating,Length rating,DecribeCtx Descritpion,Semantic Rating,Syntax rating,Length rating,Code2Vec Descritpion,Semantic Rating,Syntax rating,Length rating
STORAGE,Save wallpaper to photo gallery,save images to the sd card,5,5,4,save your favorite images to your phone storage or sd card,3,5,4,save your photos to the phone or share it with the app,3,5,4
STORAGE,Create; save; load; and delete multiple Recipe Profiles,storage access,3,2,3,download files to your storage,3,2,4,storage access,3,2,3
STORAGE,Create custom categories; log item purchase date and cost; store photos; and make notes,download your favorite images to sd card,2,5,2,external storage support,2,4,1,download your favorite images to sd card,2,5,2
STORAGE,download recordings to a usb storage,download ringtones for your android device,2,5,5,download files to your phone storage,3,4,5,download free ringtones,2,5,4
STORAGE,storage: used to upload / download files and images,you can download download files,3,2,4,download contacts and images to your storage,3,5,4,you can download download files,3,2,4
STORAGE,Select a romantic photo from the gallery of your phone and use this image editor to decorate it!Save your new picture and share it instantly on social networks like Facebook or Twitter!,the app take photo and take from,3,2,3,save image to your gallery,2,5,3,the app take photo and take from,3,2,3
STORAGE,you can save all pictures to sd card or cloud storage accounts,save images to the sd card,4,5,2,you can save pictures or save photos to your gallery,3,5,4,save photos to your gallery or save photos to your phone,3,4,5
STORAGE,After you?'?ve downloaded and enjoyed the content; you can share it with your friends via Twitter; Facebook; or email,you can download free files in the app,2,4,4,download ringtones mp3 enjoy offline use,2,4,4,save photos to your gallery or save photos to your phone,2,4,4
STORAGE,Snap a photo of your look and save it to your device,save your favorite image to your phone gallery,4,5,4,take pictures from your camera save image to your storage,4,3,5,access your storage,3,4,3
STORAGE,Galaxy Camera app can take impressive photos and save the moment at any time; any place,storage access,2,4,3,this app use camera to take photo and save from gallery,3,2,4,save your photos to the phone or share it with the app,3,5,4
STORAGE,Import photos from gallery or take from camera,you can save the the save pictures to your device,2,3,4,take pictures from your camera or take from gallery,4,4,5,you can download ringtones and free ringtones for your android device,2,3,4
STORAGE,Select a photo from the gallery to editSave photo into phone's gallery,you can download free files in the app,3,5,4,you can take photo from camera or take from gallery,4,4,5,save your photos to the phone or share it with the app,3,5,5
STORAGE,access to file storage: this is necessary so downloaded files can be cached on the external memory of the device,you can can download and download file to external path,4,2,4,download files to your storage,4,4,3,you can can download and download file to external path,4,2,4
STORAGE,the majority of funds is kept in secure offline storage by freewallet,external storage support,3,4,1,you can download files to your device,2,5,3,external storage support,3,4,1
STORAGE,you can download the songs and read them offline later-and as a subscriber this is all free,download and download ringtones for free,4,2,3,download free ringtone song,4,4,3,download and download ringtones for free,4,2,3
STORAGE,Best good morning sticker download Then send it to their friends or loved ones can be sent via social including Facebook Line Instagram Twitter easily fast !!,save the pictures and you can use device storage,2,5,1,you can save pictures or save photos to your gallery,2,5,2,save the download to your phone,2,4,1
STORAGE,permission to save and read necessary game data externally,download and download,2,1,3,download files to your phone,3,5,4,save the download to your phone,3,4,4
STORAGE,Visitors have the option to stream or download content,download to your storage,3,4,2,download files for offline use,3,5,3,save to the external storage,2,5,3
STORAGE,Possible to download the images saved at DS-L4- Administrate the valuable images by saving at your favorite,the application will save storage of your device,2,5,2,you can download and take photos from camera or take from gallery,2,4,4,the application will save storage of your device,2,5,2
STORAGE,You can save Instagram photo&video with Just one touch You can instantly check and delete stored photos & videos- It can be saved to the folder for each user- It can be stored in a folder without user identification,get path from external storage,1,4,3,save the image to a folder in your device,3,4,4,get path from external storage,1,4,3
STORAGE,Automatically saves pages to read offline,download for offline use,4,4,4,download free files in the app and use your phone storage,4,5,4,you can save the files to the the device,4,5,4
STORAGE,Skim through the news and decide what you want to read; save or share!,the app use download to your external path,2,3,3,download files for offline use,2,5,2,the app use download to your external path,2,3,3
STORAGE,You can save or share to your friends after finish with this photo filter/photo effect,the app can can save pictures to your device storage path,2,3,4,you can take photo from your gallery to share,3,4,3,save your photos to the phone or share it with the app,4,5,4
STORAGE,We provide a simple & elegant way to save your favourite text messages/Images and share them with rest of the world through SMS; Email; Facebook; Twitter; Whatsapp; Hike and more,storage access,2,4,1,save photos to your phone gallery,2,5,1,storage access,2,4,1
STORAGE,You can save photo edits; share to social media; set as wallpaper or make a Photo profile or display picture on social networking,this application you can save the photos,3,4,1,you can take photo with camera and to take with phone gallery,2,4,3,save the images to your sd card,2,5,1
STORAGE,You can save photo edits; share to social media; set as wallpaper or make a Photo profile or display picture on social networking ,the app use storage permission to save photo,3,4,1,you can take photo with camera and to take with phone gallery,2,4,2,save photo to your gallery,3,4,1
STORAGE,save files to external storage of your device; such as photos; videos; and audio,save to your device storage,5,4,3,you can save save files to your phone storage,4,2,4,save the download to your phone,3,2,4
STORAGE,import photos and videos from your phone and SD Card.,save images to the sd card,2,5,4,save photo to your phone gallery,2,4,4,save your photos to the phone or share it with the app,2,5,5
STORAGE,Add image: User also select another picture From gallery to write something about itsave:simply you can save your picture in Arabic Post Folder In SD card,save pictures to save to the the path of your storage,3,3,2,take pictures with device camera and take from gallery,3,4,2,save photo to your gallery,3,4,1
STORAGE,Save your creative work; share with your friends and family and impress them with your new awesome look,the app uses storage permission,2,5,1,save photo to image gallery or storage,2,4,2,access your storage,2,4,1
STORAGE,The database will be downloaded when the application is first run,download and download,3,1,3,you can download files to your device,4,5,4,save to the external storage,3,4,4
STORAGE,You can download and share Malayalam trolls to all platforms on the go,save photos to your phone gallery and use them,3,5,4,download ringtones for your device,3,5,3,save your photos to the phone or share it with the app,3,5,5
STORAGE,save record files to customized storage folder,save the the file to your device storage,4,4,4,save recordings to your phone storage,4,4,4,save your photos to the phone or share it with the app,3,2,4
STORAGE,You can edit photos; choose layouts; create unique designs and send cards conveniently from your phone,external storage support,3,4,3,open camera and take photos with camera or select photo from the gallery,1,4,3,save to the external storage,3,2,3
STORAGE,download backgrounds to your sd card or phone storage,storage access,2,3,2,download image to your phone storage,4,5,5,download to your storage,3,4,3
STORAGE,store the game on an external storage drive,the application can use storage permission,3,5,4,download files to your phone,2,5,3,save the download to your phone,2,4,4
STORAGE,A standard warning is shown by Android for all keyboards that you download,external storage support,2,4,1,download your favorite to your phone storage or sd card,2,4,4,download to your storage,3,4,1
STORAGE,scan and save the file as picture or pdf document to device storage,the app can save and save to your storage path,3,2,4,you can save pictures or save photos to your gallery,4,5,4,the app can save and save to your storage path,3,2,4
STORAGE,Listen to the FREE built-in playlist and add more songs from your personal library,download and download,2,2,1,download ringtones and mp3 to your phone or sd card,2,5,4,download free ringtones,3,5,1
STORAGE,modify delete usb storage contents modify delete sd card contents: saving scans on the sd card; importing images from the sd card,the app can access your storage path,2,5,1,save image to phone storage,3,4,1,save the download to your phone,2,4,1
STORAGE,Notes are saved as plain txt files,you can save the files to the the device,4,4,4,save as pdf format,3,5,4,save to the external storage,3,5,4
STORAGE,Download videos for instant offline viewing,you can download,2,3,4,download files for offline use,5,5,5,you can save the files to the the device,4,5,4
STORAGE,Cut the best part of your audio song or MP4 video and save it as your Ringtone/Alarm/Music File/Notification ToneSave as Ringtone/Music/Alarm/Notification,you can download free files in the app,2,5,2,download ringtones for your device,2,5,1,you can download free files in the app,2,5,2
STORAGE,Allows you to save good writing,the application use storage,2,4,4,save files to your phone storage,3,5,5,storage access,2,4,1
STORAGE,You can choose a photo from the gallery or you can take a photo with the camera; and then apply the wood photo frame that you most like and you can save the photo to you Internal Memory/SD Card,take photo and take from the the,3,4,1,you can take photo from gallery or take from camera and save image to your device storage,4,4,2,save your photos to your phone and share it with the app,3,5,1
STORAGE,Download Editions for Offline Reading ?'? Great for when you?'?re on the go,download for offline use,5,4,3,download pdf to read offline,4,4,3,access your storage,3,4,3
STORAGE,JetContacts saves each of your contacts in a customizable form and if they serve other fields; the form can be modified from the back office in real time,download and download,1,2,3,download contacts as pdf file,3,4,3,save to the external storage,2,3,3
STORAGE,Also with the app offers a small download; making applications more quicklySave your favorite images to your collection,you can download free files in the app,4,5,4,save image to your phone gallery,5,5,3,you can download free files in the app,4,5,4
STORAGE,download the song notes and use offline.,download ringtones for free,4,5,4,download mp3 for offline use,4,5,4,you can download ringtones and free ringtones for your android device,4,4,4
STORAGE,for each calculation you can save the result in pdf in your external storage of your mobile device,storage access,3,2,3,save file as pdf to your storage device,5,5,4,storage access,3,2,3
STORAGE,All recordings will be saved automatically,storage access,3,2,3,you can use your microphone to record,2,4,5,save to the external storage,3,2,5
STORAGE,Generate GST Ready Invoice using this free invoicing app; share your invoice through emails or download it in PDF form,download free files to your device,3,5,1,download images to your phone storage and sd card,2,5,2,you can download free files in the app,3,5,2
STORAGE,MyClassboard provides communication app for Chennai parents using which they can download school announcements; Class assignments; Events,download for offline use,3,5,3,download files to your phone storage for offline,4,5,4,download for offline use,3,5,3
STORAGE,This app requires an initial Internet connection to download photos (either Wifi or cellular),save images to the sd card,2,5,2,save image to device gallery,2,4,2,save photo to your gallery,2,4,2
STORAGE,This app requires an initial Internet connection to download photos (either Wifi or cellular),save images to the sd card,3,5,4,you can download photo to your device,4,4,4,save images to the sd card,3,5,4
STORAGE,It provides multiple functionalities; including real-time live view; video recording; remote search and playback; file backup; etc,save to your device storage,2,5,1,this app use microphone of your device you can record microphone,2,4,4,storage access,2,4,1
STORAGE,SAVE DATA TO SD Save all your notes in your SD card,download free files to your device,3,5,4,external storage access,3,4,3,download your favorite images to sd card,3,5,4
STORAGE,save the recordings to internal storage or sd card,save files to your phone or sd card,5,5,5,save recordings to app cache,5,5,4,download to your storage,3,3,4
STORAGE,allows to view auction notice; download document and submit your bid in Reverse auctions listed on ProcureTiger,download and download,2,2,1,download file as pdf format and use offline,2,4,2,save the download to your phone,2,4,2
STORAGE,HD Video Downloader allows you to download a streaming video from various websites for free,storage access,2,4,1,you can download free files in the app and use your storage,3,5,4,save the download to your phone,3,4,2
STORAGE,eat your Christmas Cake or save it to the Photo GallerySave Christmas Cake to Photo GalleryChristmas Cake Maker Instructions: Select cake flavorFinish by eating cake and save to photo gallery,download photos to to the storage of your device,2,3,1,save image to your gallery,3,4,1,download your favorite images to sd card,2,5,1
STORAGE,reduce your photos size and save your storage space,save images to the sd card,3,5,4,open photo from gallery and resize photo resize files,4,2,5,save images to the sd card,3,5,4
STORAGE,clear junk files such as system and app buffers; apk files & temporary useless files and free up storage space on your device,storage access,2,4,1,delete files to clean your device storage,3,5,1,storage access,2,4,1
STORAGE,Save your new picture and share it instantly on social networks!,download free files to your device,3,5,4,save image to gallery share photo with friends,4,4,4,save the download to your phone,2,3,4
STORAGE,photo storage management; easy photo editing functions; save; delete; share; set as wallpaper,select photos from the gallery,2,5,2,take pictures from photo gallery you can modify photo wallpaper,3,4,4,select photos from the gallery,2,5,2
STORAGE,Save and share your results with friends and teachers,save the files to your storage or sd card,3,5,5,save files as pdf format,3,5,4,save the files to your storage or sd card,3,5,5
STORAGE,Circle Collage MakerCircle Collage is the best Photo Collages when you have a Circle Shape,save the picture to your storage of your device,3,4,4,save your photo to gallery or storage,1,5,4,save the picture to your storage of your device,3,4,4
STORAGE,Save high resolution photo montages to your phone gallery!,save pictures,3,4,1,save photo to your phone gallery,4,4,4,save photo to your gallery,4,4,3
STORAGE,save photos or videos to device storage,save the picture to your storage of your device,4,5,4,save photo to your phone gallery,3,4,5,save the picture to your storage of your device,4,5,4
STORAGE,Download Backgrounds 4K (HD Wallpapers)to stylize your device's home screen and make it uniqueThe images can easily be saved to your phone /tabletChoose the image you want and Save this image (you can a lot of images),download to your storage,2,4,1,save your favorite image to your phone gallery,3,5,1,download to your storage,2,4,1
STORAGE,storage - save charts to phone storage,storage access,3,4,1,download file to device storage availble space,3,5,5,storage access,3,4,1
STORAGE,Listen & download sermon audio and podcasts,download and download ringtones for free,3,3,5,download ringtones for your device,4,5,4,download to your storage,3,3,4
STORAGE,You can save your videos in new format in simple stepsYou can also compress video in simple and easy steps,the app access your device storage ,2,4,2,the app you use you can save videos to your storage,3,4,3,the app access your device storage ,2,4,2
STORAGE,Save to gallery,save photos to your phone gallery and use them,5,5,2,save photo to your phone gallery,4,3,4,save your photo to your phone and share it with your friends,3,4,3
STORAGE,You can also download mp3 on your phone to listen without internet connection,storage access,3,2,3,download ringtone mp3 files for offline use,5,5,4,you can download ringtones and free ringtones for your android device,4,4,5
LOCATION,Offline download and viewingDedicated download manager,save your favorite image to your phone gallery,3,4,4,download your favorite to your phone storage or sd card,4,4,4,save the download to your phone,4,4,5
STORAGE,You can save the videos and share them with your friends and family!,storage access,3,2,3,save photo to your phone gallery,3,5,4,save the images to your sd card,3,5,4
STORAGE,Received coins; open tanks are stored on your device,save images to the sd card,2,5,4,save files to external storage,2,5,3,save photo to your gallery,2,4,3
STORAGE,The new video avatar will be saved in memory; you can replace your old profile picture with the new one,the app will use storage of your storage,3,3,3,you can take photo from gallery or take from camera upload to profile,2,3,4,save the download to your phone,3,3,3
STORAGE,storage: pocket expense needs this permission to store data in your phone,storage access,3,4,1,save files to local cache storage,2,5,2,save to the external storage,3,5,2
STORAGE,storage permission is used to save user preferrence,the application uses storage permission,4,5,3,this app access your phone storage,3,4,4,save the download to your phone,3,4,4
STORAGE,Download and keep the beautiful HD artwork!,download and download,3,2,2,download your favorite images to your storage,3,5,5,save your photo to your phone and share it with your friends,2,5,3
STORAGE,"This package simply copies Bible audio files in the package into the Bible app default audio folder; i.e. ""audio4bible"" folder in the external storage",download for free download,2,3,1,download mp3 files to device storage,3,5,1,access your storage,2,4,1
STORAGE,it?'?s a lightweight browsers especially useful to users of android phones with lower space and less storage space; but still packed with great features,the app get path from external directory ,2,4,1,this app check availble storage device storage space,3,3,1,you can download to your phone,2,4,1
STORAGE,Share on social media or save for wallpaper,save your favorite image to your phone gallery,4,5,5,save photo to your phone gallery set as wallpaper,4,3,5,save the images to your sd card,4,5,5
STORAGE,When you download the village routes in advance; you don?'?t have to worry about mobile data or roaming costs,download to the storage for offline,4,3,3,you cann download file to storage for offline,4,4,4,save the download to your phone,4,4,3
STORAGE,You can save or share your photo to Instagram; its very simple and cute!,save photos to the gallery and share it,4,4,4,save photo to your phone gallery,3,5,4,save photos to the gallery and share it,4,4,4
STORAGE,Save and track fishing locations- Find saved locations with GPS navigation system- Measure road and direct distances,the app will use storage permission,2,5,3,this app will use location and gps data to set destination and navigate routes,5,4,5,the app will use storage permission,3,4,3
STORAGE,Download this theme and Facemoji Keyboard,download your favorite to the sd card,3,4,5,download your favorite to your phone storage,3,4,5,you can download to your phone,3,4,5
STORAGE,Summary and each category statsCost charts (fuel vs other costs; categories; total monthly costs)Reporting module - create report for your car; save it to TEXT file and share it!,storage access,2,4,1,save files to your phone storage,3,5,1,save the download to your phone,2,4,1
STORAGE,The app tracks the content you open and allows you to save your favourite resources for an easy and immediate use!,download the files to storage of your storage,2,3,2,you can download files to your device,2,5,1,access your storage,1,4,1
STORAGE,It also provides features that help users storing and selecting varieties of book,download and download,2,2,1,download books,3,4,1,save the download to your phone,2,4,2
STORAGE,It's easy to save the information you want for laterWith the app; download and access the paper when you are offline,storage access,2,4,1,you can download pdf file paper for offline use,3,5,2,download your favorite images to sd card,2,5,1
STORAGE,write storage: save pictures to external directory,save images to the sd card,4,5,5,save photo to your phone gallery,3,4,5,save photo to your gallery,3,5,4
STORAGE,Just search a fresh font you like; then you can own it by clicking download at the end of the screen,download your favorite and share it,2,4,3,download for offline use,4,3,3,save to the external storage,2,2,3
STORAGE,Once you have completed your animated flower frames; you can save them as live wallpapers and set them as your phone?'?s background; or save your project as an image,save pictures to your storage space,4,5,3,save photo to your phone gallery you can set as wallpaper and set as wallpaper background,5,4,4,save your photo to your phone and share it with your friends,3,5,4
STORAGE,read external storage reading files for uploads and reading cached images,the app uses your storage of your storage,3,3,4,this app use read external storage to read storage read files in storage,4,3,5,access your storage,3,4,1
STORAGE,Catch up / listen again to all your favourite shows whenever you like Download and listen to shows offline; perfect for listening while you're travelling,download and download ringtones for free,2,1,4,download mp3 ringtones for offline use,2,3,4,download to your storage,1,3,4
STORAGE,With the save button; you can save your pictures in the gallery android,save photo to external storage,4,4,5,save photo to your phone gallery,5,5,5,save photo to your gallery,5,5,5
STORAGE,save the picture in your phone you can also send it to friends right there,save the photos to device or sd card path,2,5,3,you can take photo with the the camera or take photo from photo gallery,2,4,5,save your photos to the phone or share it with the app,3,5,4
STORAGE,upload any pdf form or document from local storage or cloud drives,external storage support,3,4,1,read your files and upload,3,4,2,access your storage,3,4,1
STORAGE,Save your image to SD card,save the photos to device or sd card path,4,4,5,save photo to external storage,5,4,5,save photo to your gallery,2,5,4
STORAGE,HD Neon Wallpapers with Own Photo SupportGet rid of your boring lock screen and download our Latest Lock screenIt has many beautiful HD Cars wallpapers to download for FREE!,download and download the file to your phone storage,2,3,1,you can download image free for wallpaper download,3,4,1,save the images to your sd card,2,5,1
STORAGE,read game data from device storage,the application uses storage permission,3,5,4,save files to external storage,3,5,4,save the download to your phone,2,4,5
STORAGE,Save images or take a photo quickly by a single touch of a button,save images to the sd card,3,5,4,take pictures using device camera or select photo from gallery,4,5,4,save photo to your gallery,4,5,3
STORAGE,Events can easily be subscribed to; shared and saved for later,download your favorite and share it,3,4,3,save as pdf format,3,5,2,save your photo to your phone and share it with your friends,3,5,5
STORAGE,Save chosen articles for reading later,storage access,3,4,3,download files for offline offline use,4,2,4,save to the external storage,3,4,3
STORAGE,Browse tricks; download videos; and buy Yoyos and accessories,download the files to storage of your storage,3,3,5,you can download files to storage,3,5,4,access your storage,2,4,1
STORAGE,build the simplest face photo prank save photos to gallery!,take camera to take the camera,2,2,3,the app use your device camera to take pictures,2,4,4,save the images to your sd card,3,4,3
STORAGE,Our App will store & maintain all your Invoices with Date and Amount Details Just Click Photos of your Invoices; Add Amount & Tax Info ,the app use camera of your camera,2,3,1,save photo to your phone gallery,2,4,1,save photo to your gallery,2,4,1
STORAGE,This App allows you to Listen; Read and Download MP3 and Book ,download and download,2,2,3,you can download mp3 to your device,4,5,4,save the download to your phone,4,4,4
STORAGE,record and save audio bible to your device.,download ringtone for free,2,3,4,download and save mp3 to your storage,2,5,5,save the download to your phone,2,3,4
STORAGE,Once you have finished using the photo editor with stickers; save your framed photos to the photo frame gallery ,save pictures to your storage space,5,5,3,save photo to your phone gallery,5,5,3,save your photos to your phone and share it with the app,4,4,4
STORAGE,Multiple selection of photo to move; delete & copy paste files ,the app can can from the external directory,2,2,4,access to storage you can save delete photos and files,5,5,5,save your photo to your phone and share it with your friends,3,5,5
STORAGE,download different puzzles and enjoy the fun; Save all puzzles in progress ?'? work on all of them at the same time! Use PAUSE button if you want to see the whole picture; or to save your progress! ,external storage support,2,4,1,download files to your storage,2,5,1,save the download to your phone,3,4,1
STORAGE,Save your contacts' details to external storage in vCard format.,save photos to the gallery,2,5,4,save photos and contacts to your phone storage,5,5,4,save the images to your sd card,2,5,4
STORAGE,edit your baby photos with frames and text; save them to gallery or share on the social media.,save the picture to your storage of your device,4,5,4,save photo to your phone gallery,4,5,3,download your favorite images to sd card,3,5,3
STORAGE,you can download keyboard themes using our app.,download to the storage for offline,3,4,4,download files to your phone storage,3,5,4,save to the external storage,2,5,3
STORAGE,Free ?'?Islamic Quotes For Muslims?'? is a collection of beautiful Islamic quotes Download Islamic Quotes Wallpapers,download ringtones for free,4,5,3,this app will download files to your phone,3,5,4,access your storage,3,4,3
STORAGE,download free ringtones for your device.,you can download ringtones and free ringtones for your android device,5,4,3,download ringtones to your phone,4,5,5,access your storage,3,4,4
STORAGE,Uploading a photo with your report also helps the City staff quickly identify the problem,the application can use use storage permission,3,3,4,save pictures to your phone storage or sd card,2,3,4,save to the external storage,1,2,3
STORAGE,The App allows you to Listen; Read and Download MP3 and Book,download your favorite to the sd card,3,4,3,download and save mp3 to your storage,3,5,3,save to the external storage,2,5,2
STORAGE,Save your verses; chapters and podcasts in the bookmarks option ,save photos to the gallery and share it,2,4,4,download book,5,4,3,save the download to your phone,4,5,4
STORAGE,Save the image to the phone?'?s gallery using this hair styler app,download for offline,2,4,1,save photo to your phone gallery,4,4,2,save your photos to your phone and share it with the app,4,5,5
STORAGE,Save news to read later in your own personal reading list; you can also select offline reading for your saved news ,save images to the sd card,2,5,1,download files for offline use,2,5,1,save images to the sd card,2,5,1
STORAGE,For all tours detailed information is stored:?'? Key Facts (length; altitude; duration; difficulty)?'? Detailed descriptions including images ,save pictures to your storage space,3,4,3,save photo to your phone gallery,4,4,3,save pictures to your storage space,3,4,3
STORAGE,Shoot; save and share short music story ,download for free,1,4,3,download mp3 to your phone,3,4,4,storage access,2,4,3
STORAGE,Hurry up; download Photo Filters Color Effects and start the best picture editing of your life ,external storage support,2,4,1,open camera to take photo or you can select from phone gallery,2,4,4,save photo to your gallery,2,4,1
STORAGE,Photo Where stores pictures in his gallery (PhotoWhereGallery folder on the SD card if present otherwise the phone memory) from which you can easily transfer to your PC.,save images to the sd card,3,5,1,save photo to your phone storage or sd card,3,4,1,save the photos to your phone and share it with your friends,3,4,2
STORAGE,Save your art in your phone gallery Images created with Pixel Photo Effects can be saved to your photo library; shared with your friends; set as your wallpaper or shared on any social networking site ,save pictures to your storage space,4,5,3,save photo to your phone gallery,3,5,3,save pictures to your storage space,4,5,3
STORAGE,Backup and restore contacts; photos; videos; calendars; texts and documents (including .doc; .pdf; .zip and more) with a single tap.,you can save the contact,2,5,1,save contact to file,2,4,1,you can save the contact,2,5,1
STORAGE,Watch stream online or download classes.,download mp3 to your phone storage,3,5,5,download mp3 to your phone storage,3,5,5,download files to your phone in the app,3,5,4
STORAGE,you can download free bible quotes wall papers using our app,download your favorite to the sd card,3,4,4,download books,2,4,4,download your favorite to the sd card,3,4,4
STORAGE,store and access your pictures; videos ,save pictures to your storage space,3,4,5,save your photo and video to your phone gallery,5,5,4,save the images to your sd card,3,5,5
STORAGE,Access your account; place holds; renew items; and select eBooks and audiobooks for download.,download and download,1,1,3,access your phone storage you can download book,4,3,4,download and download,1,1,3
STORAGE,photos are saved in device storage.,save images to the sd card,4,5,5,save photo to your phone storage or sd card,5,5,4,save images to the sd card,5,5,5
STORAGE,The app automatically backup contacts to device storage.,save the photo to device storage,4,5,4,save photo and contacts to your phone storage,3,5,4,save the photo to device storage,4,5,4
STORAGE,Download love calculator; put your love to a test and see if he is elected and save the result as image to the gallery.,save pictures to your storage,3,4,3,save photo to your phone gallery,3,4,3,save pictures to your storage,3,4,3
STORAGE,"Finish off with your favorite photo effect and filter and you are done! You can store your ""Love scrapbooking"" in your gallery and use it as love wallpaper or share with all your friends on major social networks ",save photos to the gallery,3,5,1,save pictures to your phone storage or sd card,2,5,1,save photos to the gallery,3,5,1
STORAGE,See live satellite location; share your current address; find best routes and save route tracks in history ,storage access,2,4,1,you can download free files in the app,2,5,2,save the photos to your phone and share it with your friends,3,4,4
STORAGE,Download this wallpaper and enjoy the Fun,the app will use storage of your storage,2,5,5,save your favorite to your phone storage,2,4,5,the app will use storage of your storage,2,5,5
STORAGE,You can download the tours but Preload easily downloaded from the Internet and use offline,download file to your device,4,4,3,download file as pdf format in your phone,2,4,4,download file to your device,4,4,3
STORAGE,You can download and print it; or you can scan it directly from the screen and save image to gallery. ,save pictures to your storage space,2,5,1,save photo to your phone gallery,3,4,1,save pictures to your storage space,2,5,1
STORAGE,Save your favorite tv shows and episodes,save photos to the gallery and share it,2,4,5,download files to local cache,4,5,4,save photo to your gallery,2,4,4
STORAGE,download best sms ringtones here for free,download ringtone for free,5,4,3,download ringtones for your device,4,5,4,save the download to your phone,3,4,5
STORAGE,Download Backgrounds (HD wallpapers) to stylize your device's home screen and make it unique,save the picture to your storage of your device,3,5,4,save photos to your phone gallery and share it with your contacts friends,3,4,4,save your photos to your phone gallery,4,4,4
STORAGE,Game data is stored on your device,the app can can from the external directory,2,3,5,download free files in the app and use your phone storage,2,5,4,save the photos to your phone and share it with your friends,2,4,3
STORAGE,save business card with details; exchange with partners; update card in any time. ,download free files to your device,2,5,2,download and use for offline,2,5,2,save photo to your gallery,3,4,2
STORAGE,Get these free music ringtones for Android ringing and free download awesome ringtones that will rock your body!,you can download ringtones and free ringtones for your android device,4,3,3,download ringtones for your device,3,5,1,save the download to your phone,2,4,1
STORAGE,download scary halloween ringtones for free,you can download ringtones to your phone and sd card,3,5,3,download ringtones for your device,4,5,4,you can download to your phone,3,4,5
STORAGE,this app stores your contacts locally in a compressed CSA file format; including profile images in their original size. ,storage access,3,3,2,save photo and contact to your device,3,4,4,storage access,3,3,2
STORAGE,qr code will be stored; and you can remove all qr code from history. ,save images to the sd card,4,5,3,use camera to scan saved qe code,3,3,4,save to the external storage,2,3,3
STORAGE,sync everything to storage for offline use.,save files to your storage of the device storage,3,3,4,download file to storage,3,5,4,save the download to your phone,3,3,5
STORAGE,Now you can get PDF backup of almost everything,get path from external storage,3,5,3,save files to your phone storage and sd card,2,5,5,save to the external storage,2,5,3
STORAGE,read & write audio files on your device. files will be saved in sdcard/media/audio folder. create new ringtones or delete existing files,this application will use your device storage,2,5,1,this app will use storage permission to save files in your device,3,5,3,you can download to your phone,2,4,1
STORAGE,You can now store any external files attached to items (appointments; notes; tasks; etc.) Backup EssentialPIM data to your device or to any online service. Restore the backup data with ease onto the existing or any other Android device. ,download free files to your device,2,5,1,download file to your device,2,4,1,you can download to your phone,2,4,1
STORAGE,select your favorite ringtones; download them for free ,download ringtone for free,5,5,4,download ringtones for your device,3,4,4,download files to your phone in the app,3,4,5
STORAGE,Save files from dropbox; google drive. Build-in file manager for opening projects from SD card and internal storage ,download for offline use,2,5,3,download files to your storage for offline use,4,5,5,download for offline use,2,5,3
STORAGE,Take a photo of your business card - the snapADDY Business Card Scanner recognizes the image section and automatically extracts a new contact from it in the app. You can also save other attachments; notes or the photo of the back of the business card in the app for a later export.,save pictures to your storage space,3,4,3,this app will use camera you can take photo and save photo to your phone storage,4,4,4,save photo to your gallery,3,4,3
STORAGE,download ringtones and mp3 ringtones for your Android device,you can download ringtones and free ringtones for your android device,5,3,4,download ringtone mp3 for your device,5,4,4,you can download ringtones and free ringtones for your android device,5,3,4
STORAGE,If you are tired of the old standard ringtones and SMS sounds; download Quran Mp3 Ringtones. ,download free ringtone,5,4,3,download ringtones for free to your device,5,5,4,download free ringtone,5,4,3
STORAGE,Restoring or changing contacts from the spreadsheet is as simple as uploading the file to your phone via USB; email; Dropbox; Google Drive or Box. It couldn't be easier.,download for offline use,2,4,2,save contact details to your device,2,4,3,download for offline use,2,4,2
STORAGE,download ringtones and mp3 ringtones for your Android device,you can download ringtones and free ringtones for your android device,5,4,4,download ringtone download for your device,5,3,4,save the images to your sd card,1,4,4
STORAGE,Allows an application to write to external storage. used in application to save Contacts on your phone as file.,save the picture to your storage of your device,2,5,4,save your photo and contact to your phone storage,4,5,4,save the photos to your phone and share it with your friends,2,5,4
STORAGE,We read user contact data regularly to download video/voicemails from your friends in contacts.,download free files to your device,2,5,2,download video for to to your device,3,3,2,download free files to your device,2,5,2
STORAGE,Ringtone maker and ringtone downloader with ?'?funny ringtones?'?; save the ringtones and use them as sms alert; notifications and so on.,you can download ringtones to your phone and sd card,4,5,4,download ringtone and set as notification alert and sms ringtone,5,4,4,you can download ringtones to your phone and sd card,4,5,4
STORAGE,It is meant to store your phone contacts in a more readable file so that it can be printed later on on a Printer; for instance.,you can save your contacts to storage of your device,3,4,4,the app can read contacts or contact,2,2,3,you can save your contacts to storage of your device,3,4,4
STORAGE,Cut; copy; move; paste; delete multiple items using the integrated explorer of this application ,external storage support,3,4,4,access your file storage you can select and delete file from your storage,5,5,5,save to the external storage,2,4,3
STORAGE,you can export your contacts to a local file.,you can save the contact,3,5,3,this app will use read contact permission you can use can save contact to pdf to device storage,2,4,2,download to your storage,2,4,2
STORAGE,Store your frequently used data; access them instantly and utilise them efficiently.,save to your device storage,3,4,4,save files to your storage and share it with your friends,3,4,5,access storage,3,5,3
